site_id,stream_name,utm_zone,easting,northing,target,lab_ids,source,control_blank_field,control_blank_office,control_species_present_field,n_runs,n_sheets,retested,max_pos,max_conc,any_clean,any_crude
20251005_ds_ed,NA,10,536235,5863459,COHO,F61133,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
20251005_ds_ed,NA,10,536235,5863459,RAIN,F61133,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
20251005_us_ed1,NA,10,536240,5863464,BULT,F61134,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
20251005_us_ed1,NA,10,536240,5863464,CHIN,F61134,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
20251005_us_ed1,NA,10,536240,5863464,COHO,F61134,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
20251005_us_ed1,NA,10,536240,5863464,RAIN,F61134,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
203578_ds_ed1,Tributary To Willow River,10,570686,5925902,BULT,F61135,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
203578_ds_ed1,Tributary To Willow River,10,570686,5925902,CHIN,F61135,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
203578_ds_ed1,Tributary To Willow River,10,570686,5925902,COHO,F61135,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
203578_ds_ed1,Tributary To Willow River,10,570686,5925902,RAIN,F61135,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,67,4.326807499,TRUE,TRUE
203582_us_ed1a,Tabor Creek,10,519055,5962102,BULT,F60506,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
203582_us_ed1a,Tabor Creek,10,519055,5962102,CHIN,F60506,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,TRUE,56,4.5568151473999,TRUE,TRUE
203582_us_ed1a,Tabor Creek,10,519055,5962102,COHO,F60506,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
203582_us_ed1a,Tabor Creek,10,519055,5962102,RAIN,F60506,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,1281,89.8698577880859,TRUE,TRUE
203582_us_ed1a,Tabor Creek,10,519055,5962102,SOCK,F60506,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,1,0.0656934157013893,FALSE,TRUE
203582_us_ed1b,Tabor Creek,10,519118,5962102,BULT,F60507,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
203582_us_ed1b,Tabor Creek,10,519118,5962102,CHIN,F60507,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,TRUE,37,2.35287833213806,TRUE,TRUE
203582_us_ed1b,Tabor Creek,10,519118,5962102,COHO,F60507,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
203582_us_ed1b,Tabor Creek,10,519118,5962102,RAIN,F60507,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,1871,135.552612304688,TRUE,TRUE
203582_us_ed1b,Tabor Creek,10,519118,5962102,SOCK,F60507,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
203597_ds_ed1a,Tributary To Nation River,10,425989,6122732,BULT,M41365,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_ds_ed1a,Tributary To Nation River,10,425989,6122732,GRAY,M41365,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_ds_ed1a,Tributary To Nation River,10,425989,6122732,RAIN,M41365,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,FALSE,4,2,TRUE,4,0.26899978518486,TRUE,TRUE
203597_ds_ed1a,Tributary To Nation River,10,425989,6122732,SOCK,M41365,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_ds_ed1b,Tributary To Nation River,10,426038,6122331,BULT,M41366,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,3,0.206609785556793,FALSE,TRUE
203597_ds_ed1b,Tributary To Nation River,10,426038,6122331,GRAY,M41366,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_ds_ed1b,Tributary To Nation River,10,426038,6122331,RAIN,M41366,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,173,13.325798034668,TRUE,TRUE
203597_ds_ed1b,Tributary To Nation River,10,426038,6122331,SOCK,M41366,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_us_ed1,Tributary To Nation River,10,425957,6122718,BULT,M41367,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_us_ed1,Tributary To Nation River,10,425957,6122718,GRAY,M41367,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203597_us_ed1,Tributary To Nation River,10,425957,6122718,RAIN,M41367,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,213,15.6078538894653,TRUE,TRUE
203597_us_ed1,Tributary To Nation River,10,425957,6122718,SOCK,M41367,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,0,0,FALSE,FALSE
203605_ds_ed1,Tributary To Williston Reservoir,10,486540,6124999,BULT,M41368,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,4,2,TRUE,3,0.19932858645916,FALSE,TRUE
203605_ds_ed1,Tributary To Williston Reservoir,10,486540,6124999,GRAY,M41368,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
203605_ds_ed1,Tributary To Williston Reservoir,10,486540,6124999,RAIN,M41368,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,455,30.9141521453857,TRUE,TRUE
203605_ds_ed1,Tributary To Williston Reservoir,10,486540,6124999,SOCK,M41368,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
203605_us_ed1,Tributary To Williston Reservoir,10,486479,6124932,BULT,M41369,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.0624205134809017,FALSE,TRUE
203605_us_ed1,Tributary To Williston Reservoir,10,486479,6124932,GRAY,M41369,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
203605_us_ed1,Tributary To Williston Reservoir,10,486479,6124932,RAIN,M41369,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,429,27.08713722229,TRUE,TRUE
203605_us_ed1,Tributary To Williston Reservoir,10,486479,6124932,SOCK,M41369,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
23919_ds_ed1a,Swift Creek,11,346245,5856237,BULT,F60813,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,62,4.18865585327148,TRUE,TRUE
23919_ds_ed1a,Swift Creek,11,346245,5856237,CHIN,F60813,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,138,9.34356594085693,TRUE,TRUE
23919_ds_ed1a,Swift Creek,11,346245,5856237,COHO,F60813,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
23919_ds_ed1a,Swift Creek,11,346245,5856237,SOCK,F60813,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,332,21.5967712402344,TRUE,TRUE
23919_ds_ed1b,Swift Creek,11,346244,5856233,BULT,F60814,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
23919_ds_ed1b,Swift Creek,11,346244,5856233,CHIN,F60814,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
23919_ds_ed1b,Swift Creek,11,346244,5856233,COHO,F60814,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
23919_ds_ed1b,Swift Creek,11,346244,5856233,SOCK,F60814,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
24715757_ds_ed1,Snowshoe Creek,10,648659,5942556,BULT,F20402,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,4,0.256563216,TRUE,TRUE
24715757_ds_ed1,Snowshoe Creek,10,648659,5942556,CHIN,F20402,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,49,3.146761179,TRUE,TRUE
24718557_ed1,Missinka River,10,566886,6052694,BULT,M41370,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,4,2,TRUE,2,0.121806763112545,FALSE,TRUE
24718557_ed1,Missinka River,10,566886,6052694,GRAY,M41370,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,4,2,TRUE,1,0.0641495436429977,FALSE,TRUE
24718557_ed1,Missinka River,10,566886,6052694,RAIN,M41370,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,4,0.245969176292419,TRUE,TRUE
24718557_ed1,Missinka River,10,566886,6052694,SOCK,M41370,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_ds_ed1,Tributary To Wichcika Creek,10,555073,6046127,BULT,M41371,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_ds_ed1,Tributary To Wichcika Creek,10,555073,6046127,GRAY,M41371,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_ds_ed1,Tributary To Wichcika Creek,10,555073,6046127,RAIN,M41371,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,10,0.675472557544708,TRUE,TRUE
57690_ds_ed1,Tributary To Wichcika Creek,10,555073,6046127,SOCK,M41371,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_us_ed1,Tributary To Wichcika Creek,10,555001,6046160,BULT,M41372,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_us_ed1,Tributary To Wichcika Creek,10,555001,6046160,GRAY,M41372,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_us_ed1,Tributary To Wichcika Creek,10,555001,6046160,RAIN,M41372,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57690_us_ed1,Tributary To Wichcika Creek,10,555001,6046160,SOCK,M41372,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57695_ds_ed1,Tributary To Wichcika Creek,10,563250,6038794,BULT,M41373,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57695_ds_ed1,Tributary To Wichcika Creek,10,563250,6038794,GRAY,M41373,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57695_ds_ed1,Tributary To Wichcika Creek,10,563250,6038794,RAIN,M41373,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57695_ds_ed1,Tributary To Wichcika Creek,10,563250,6038794,SOCK,M41373,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57695_us_ed1,Tributary To Wichcika Creek,10,563250,6038826,BULT,M21244,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
57695_us_ed1,Tributary To Wichcika Creek,10,563250,6038826,RAIN,M21244,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.0720236673951149,FALSE,TRUE
57696_ds_ed1,Tributary To Wichcika Creek,10,564123,6037925,BULT,M21245,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
57696_ds_ed1,Tributary To Wichcika Creek,10,564123,6037925,RAIN,M21245,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
57696_us_ed1,Tributary To Wichcika Creek,10,564173,6037943,BULT,M21246,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
57696_us_ed1,Tributary To Wichcika Creek,10,564173,6037943,RAIN,M21246,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
58067_ds_ed1,Tributary To Gramaphone Creek,9,609656,6092866,BULT,S61187,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
58067_ds_ed1,Tributary To Gramaphone Creek,9,609656,6092866,CHIN,S61187,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
58067_ds_ed1,Tributary To Gramaphone Creek,9,609656,6092866,COHO,S61187,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
58067_ds_ed1,Tributary To Gramaphone Creek,9,609656,6092866,RAIN,S61187,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,96,6.892139912,TRUE,TRUE
8525_ds_ed1,Tributary To Coal Creek,9,580918,6074643,BULT,S61188,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,128,8.318907738,TRUE,TRUE
8525_ds_ed1,Tributary To Coal Creek,9,580918,6074643,CHIN,S61188,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8525_ds_ed1,Tributary To Coal Creek,9,580918,6074643,COHO,S61188,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8525_ds_ed1,Tributary To Coal Creek,9,580918,6074643,RAIN,S61188,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8525_us_ed1,Tributary To Coal Creek,9,581026,6074690,BULT,S61189,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,110,7.445612907,TRUE,TRUE
8525_us_ed1,Tributary To Coal Creek,9,581026,6074690,CHIN,S61189,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
8525_us_ed1,Tributary To Coal Creek,9,581026,6074690,COHO,S61189,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
8525_us_ed1,Tributary To Coal Creek,9,581026,6074690,RAIN,S61189,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
8525_us_ed2,Tributary To Coal Creek,9,582443,6075438,BULT,S61190,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,18,1.164630294,TRUE,TRUE
8525_us_ed2,Tributary To Coal Creek,9,582443,6075438,CHIN,S61190,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8525_us_ed2,Tributary To Coal Creek,9,582443,6075438,COHO,S61190,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8525_us_ed2,Tributary To Coal Creek,9,582443,6075438,RAIN,S61190,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8530_ds_ed1,Sandstone Creek,9,582698,6073843,BULT,S61191,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,63,4.327158451,TRUE,TRUE
8530_ds_ed1,Sandstone Creek,9,582698,6073843,CHIN,S61191,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8530_ds_ed1,Sandstone Creek,9,582698,6073843,COHO,S61191,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8530_ds_ed1,Sandstone Creek,9,582698,6073843,RAIN,S61191,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,59,3.635935068,TRUE,TRUE
8530_us_ed1,Sandstone Creek,9,582755,6073896,BULT,S61192,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,66,4.408513546,TRUE,TRUE
8530_us_ed1,Sandstone Creek,9,582755,6073896,CHIN,S61192,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8530_us_ed1,Sandstone Creek,9,582755,6073896,COHO,S61192,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8530_us_ed1,Sandstone Creek,9,582755,6073896,RAIN,S61192,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,57,3.525795698,TRUE,TRUE
8547_ds_ed1,Tributary To Mcdonnell Lake,9,590936,6071986,BULT,S60881,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,4,2,TRUE,2,0.128211706876755,FALSE,TRUE
8547_ds_ed1,Tributary To Mcdonnell Lake,9,590936,6071986,CHIN,S60881,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_ds_ed1,Tributary To Mcdonnell Lake,9,590936,6071986,COHO,S60881,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_ds_ed1,Tributary To Mcdonnell Lake,9,590936,6071986,SOCK,S60881,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_ds_ed2,Tributary To Mcdonnell Lake,9,589991,6072633,BULT,S60377,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_ds_ed2,Tributary To Mcdonnell Lake,9,589991,6072633,COHO,S60377,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_ds_ed2,Tributary To Mcdonnell Lake,9,589991,6072633,RAIN,S60377,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_ds_ed2,Tributary To Mcdonnell Lake,9,589991,6072633,SOCK,S60377,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_us_ed1,Tributary To Mcdonnell Lake,9,589979,6072658,BULT,S60274,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_us_ed1,Tributary To Mcdonnell Lake,9,589979,6072658,CHIN,S60274,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_us_ed1,Tributary To Mcdonnell Lake,9,589979,6072658,COHO,S60274,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
8547_us_ed1,Tributary To Mcdonnell Lake,9,589979,6072658,SOCK,S60274,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
bulkley_falls_ds_ed1,Bulkley River,9,678227,6038335,BULT,S60275,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
bulkley_falls_ds_ed1,Bulkley River,9,678227,6038335,CHIN,S60275,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
bulkley_falls_ds_ed1,Bulkley River,9,678227,6038335,COHO,S60275,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
bulkley_falls_ds_ed1,Bulkley River,9,678227,6038335,SOCK,S60275,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
bulkley_falls_ds_ed2,Bulkley River,9,678031,6039046,BULT,S60276,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,1,0.0622158497571945,FALSE,TRUE
bulkley_falls_ds_ed2,Bulkley River,9,678031,6039046,CHIN,S60276,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
bulkley_falls_ds_ed2,Bulkley River,9,678031,6039046,COHO,S60276,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,4,2,TRUE,1,0.0689870491623878,FALSE,TRUE
bulkley_falls_ds_ed2,Bulkley River,9,678031,6039046,SOCK,S60276,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,FALSE,2,1,FALSE,0,0,FALSE,FALSE
