site_id,stream_name,utm_zone,easting,northing,target,lab_ids,source,control_blank_field,control_blank_office,control_species_present_field,n_runs,n_sheets,retested,max_pos,max_conc,any_clean,any_crude
197360_ds_ed,Riddeck Creek,9,649917,5992412,BULT,S61182,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,6,2,TRUE,0,0,FALSE,FALSE
197360_ds_ed,Riddeck Creek,9,649917,5992412,CHIN,S61182,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,6,2,TRUE,1,0.0662445798516273,FALSE,TRUE
197360_ds_ed,Riddeck Creek,9,649917,5992412,COHO,S61182,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,6,2,TRUE,1,0.0687010139226913,FALSE,TRUE
197360_ds_ed,Riddeck Creek,9,649917,5992412,RAIN,S61182,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,6,2,TRUE,36,2.27435040473938,TRUE,TRUE
197378 ds_ed1a,NA,9,645124,5998766,BULT,S61183,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,4,2,TRUE,0,0,FALSE,FALSE
197378 ds_ed1a,NA,9,645124,5998766,CHIN,S61183,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,4,2,TRUE,0,0,FALSE,FALSE
197378 ds_ed1a,NA,9,645124,5998766,COHO,S61183,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,4,2,TRUE,0,0,FALSE,FALSE
197378 ds_ed1a,NA,9,645124,5998766,RAIN,S61183,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,4,2,TRUE,0,0,FALSE,FALSE
197378_Us_ed1,Tributary To Owen Creek,9,645089,5998805,BULT,S61184,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197378_Us_ed1,Tributary To Owen Creek,9,645089,5998805,CHIN,S61184,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197378_Us_ed1,Tributary To Owen Creek,9,645089,5998805,COHO,S61184,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.06276685744524,FALSE,TRUE
197378_Us_ed1,Tributary To Owen Creek,9,645089,5998805,RAIN,S61184,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,512,32.582836151123,TRUE,TRUE
197378_ds_ed1b,Tributary To Owen Creek,9,645148,5998795,BULT,S61185,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197378_ds_ed1b,Tributary To Owen Creek,9,645148,5998795,CHIN,S61185,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197378_ds_ed1b,Tributary To Owen Creek,9,645148,5998795,COHO,S61185,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197378_ds_ed1b,Tributary To Owen Creek,9,645148,5998795,RAIN,S61185,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,679,40.4435806274414,TRUE,TRUE
197379_ds_ed,Avin Creek,9,640945,6005915,BULT,S61186,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197379_ds_ed,Avin Creek,9,640945,6005915,CHIN,S61186,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197379_ds_ed,Avin Creek,9,640945,6005915,COHO,S61186,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197379_ds_ed,Avin Creek,9,640945,6005915,RAIN,S61186,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,30,1.98954165,TRUE,TRUE
197379_us_ed1,Avin Creek,9,641025,6005965,BULT,S31493,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197379_us_ed1,Avin Creek,9,641025,6005965,COHO,S31493,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.0699052587151527,FALSE,TRUE
197379_us_ed1,Avin Creek,9,641025,6005965,RAIN,S31493,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,111,7.46498250961304,TRUE,TRUE
197379_us_ed1,Avin Creek,9,641025,6005965,SOCK,S31493,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197960_ds_ed1,Corya Creek,9,606434,6100151,BULT,S50879,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,113,8.08279037475586,TRUE,TRUE
197960_ds_ed1,Corya Creek,9,606434,6100151,CHIN,S50879,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197960_ds_ed1,Corya Creek,9,606434,6100151,COHO,S50879,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,4,2,TRUE,12,0.126,TRUE,TRUE
197960_ds_ed1,Corya Creek,9,606434,6100151,SOCK,S50879,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197962_ds_ed,Peacock Creek,9,643410,6025950,CHIN,S60678,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197962_ds_ed,Peacock Creek,9,643410,6025950,COHO,S60678,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,3,1,FALSE,8,0.567897439002991,TRUE,TRUE
197962_ds_ed,Peacock Creek,9,643410,6025950,RAIN,S60678,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,124,7.934023857116701,TRUE,TRUE
197962_ds_ed,Peacock Creek,9,643410,6025950,SOCK,S60678,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,3,1,FALSE,0,0,FALSE,FALSE
197962_us_ed,Peacock Creek,9,643478,6025872,BULT,S60880,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,84,5.44933605194092,TRUE,TRUE
197962_us_ed,Peacock Creek,9,643478,6025872,CHIN,S60880,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
197962_us_ed,Peacock Creek,9,643478,6025872,COHO,S60880,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,6,0.41381308436393693,TRUE,TRUE
197962_us_ed,Peacock Creek,9,643478,6025872,SOCK,S60880,~/Projects/gis/sern_skeena_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_ds_ed1a,Tributary To Kerry Lake,10,511794,6059335,BULT,M41361,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,4,2,TRUE,0,0,FALSE,FALSE
198692_ds_ed1a,Tributary To Kerry Lake,10,511794,6059335,GRAY,M41361,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,4,2,TRUE,0,0,FALSE,FALSE
198692_ds_ed1a,Tributary To Kerry Lake,10,511794,6059335,RAIN,M41361,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,6,2,TRUE,5,0.324194818735123,TRUE,TRUE
198692_ds_ed1a,Tributary To Kerry Lake,10,511794,6059335,SOCK,M41361,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,6,2,TRUE,0,0,FALSE,FALSE
198692_ds_ed1b,Tributary To Kerry Lake,10,511789,6059338,BULT,M41362,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.0642546564340591,FALSE,TRUE
198692_ds_ed1b,Tributary To Kerry Lake,10,511789,6059338,GRAY,M41362,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_ds_ed1b,Tributary To Kerry Lake,10,511789,6059338,RAIN,M41362,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,119,7.389251708984381,TRUE,TRUE
198692_ds_ed1b,Tributary To Kerry Lake,10,511789,6059338,SOCK,M41362,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_ds_ed2,Tributary To Kerry Lake,10,511749,6059306,BULT,M41363,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_ds_ed2,Tributary To Kerry Lake,10,511749,6059306,GRAY,M41363,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_ds_ed2,Tributary To Kerry Lake,10,511749,6059306,RAIN,M41363,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,630,45.037181854248,TRUE,TRUE
198692_ds_ed2,Tributary To Kerry Lake,10,511749,6059306,SOCK,M41363,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_us_ed1,Tributary To Kerry Lake,10,511714,6059302,BULT,M41364,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_us_ed1,Tributary To Kerry Lake,10,511714,6059302,GRAY,M41364,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
198692_us_ed1,Tributary To Kerry Lake,10,511714,6059302,RAIN,M41364,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,235,15.3184194564819,TRUE,TRUE
198692_us_ed1,Tributary To Kerry Lake,10,511714,6059302,SOCK,M41364,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199171_ds_ed1,Tributary To Fraser Lake,10,388958,5996987,BULT,F60503,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199171_ds_ed1,Tributary To Fraser Lake,10,388958,5996987,CHIN,F60503,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199171_ds_ed1,Tributary To Fraser Lake,10,388958,5996987,RAIN,F60503,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,4,0.250312894582748,TRUE,TRUE
199171_ds_ed1,Tributary To Fraser Lake,10,388958,5996987,SOCK,F60503,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199171_us_ed1,Tributary To Fraser Lake,10,388927,5997005,BULT,F60504,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199171_us_ed1,Tributary To Fraser Lake,10,388927,5997005,CHIN,F60504,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.0650612786412239,FALSE,TRUE
199171_us_ed1,Tributary To Fraser Lake,10,388927,5997005,RAIN,F60504,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,4,2,FALSE,3,0.185900390148163,FALSE,TRUE
199171_us_ed1,Tributary To Fraser Lake,10,388927,5997005,SOCK,F60504,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199173_ds_ed1,Tributary To Nechako River,10,398911,5996344,BULT,F61126,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199173_ds_ed1,Tributary To Nechako River,10,398911,5996344,CHIN,F61126,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,16,1.1053159236908,TRUE,TRUE
199173_ds_ed1,Tributary To Nechako River,10,398911,5996344,COHO,F61126,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.0631204545497894,FALSE,TRUE
199173_ds_ed1,Tributary To Nechako River,10,398911,5996344,RAIN,F61126,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,255,16.3165798187256,TRUE,TRUE
199173_us_ed1,Tributary To Nechako River,10,398918,5996388,BULT,F61127,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
199173_us_ed1,Tributary To Nechako River,10,398918,5996388,CHIN,F61127,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
199173_us_ed1,Tributary To Nechako River,10,398918,5996388,COHO,F61127,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,0,0,FALSE,FALSE
199173_us_ed1,Tributary To Nechako River,10,398918,5996388,RAIN,F61127,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,TRUE,2,1,FALSE,512,33.2098197937012,TRUE,TRUE
199174_us_ed1,Tributary To Nechako River,10,396131,5997719,BULT,F61128,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199174_us_ed1,Tributary To Nechako River,10,396131,5997719,CHIN,F61128,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199174_us_ed1,Tributary To Nechako River,10,396131,5997719,COHO,F61128,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199174_us_ed1,Tributary To Nechako River,10,396131,5997719,RAIN,F61128,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,38,2.448833227,TRUE,TRUE
199190_ds_ed1,Creek Creek,10,425620,5996019,BULT,F60505,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199190_ds_ed1,Creek Creek,10,425620,5996019,CHIN,F60505,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,TRUE,0,0,FALSE,FALSE
199190_ds_ed1,Creek Creek,10,425620,5996019,COHO,F60505,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199190_ds_ed1,Creek Creek,10,425620,5996019,RAIN,F60505,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,17,1.33107054233551,TRUE,TRUE
199190_ds_ed1,Creek Creek,10,425620,5996019,SOCK,F60505,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199190_us_ed1,Creek Creek,10,425564,5996174,BULT,F61129,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199190_us_ed1,Creek Creek,10,425564,5996174,CHIN,F61129,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199190_us_ed1,Creek Creek,10,425564,5996174,COHO,F61129,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199190_us_ed1,Creek Creek,10,425564,5996174,RAIN,F61129,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_ds_ed1,Snowshoe Creek,10,650793,5934921,BULT,F60809,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_ds_ed1,Snowshoe Creek,10,650793,5934921,CHIN,F60809,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_ds_ed1,Snowshoe Creek,10,650793,5934921,COHO,F60809,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_ds_ed1,Snowshoe Creek,10,650793,5934921,SOCK,F60809,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_us_ed1,Snowshoe Creek,10,650777,5934830,BULT,F60810,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_us_ed1,Snowshoe Creek,10,650777,5934830,CHIN,F60810,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_us_ed1,Snowshoe Creek,10,650777,5934830,COHO,F60810,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199237_us_ed1,Snowshoe Creek,10,650777,5934830,SOCK,F60810,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_ds_ed1,Driscoll Creek,10,606383,5965821,BULT,F60811,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.065814696252346,FALSE,TRUE
199267_ds_ed1,Driscoll Creek,10,606383,5965821,CHIN,F60811,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,4,0.263280868530273,TRUE,TRUE
199267_ds_ed1,Driscoll Creek,10,606383,5965821,COHO,F60811,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_ds_ed1,Driscoll Creek,10,606383,5965821,SOCK,F60811,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_us_ed1a,Driscoll Creek,10,606457,5965807,BULT,F61130,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_us_ed1a,Driscoll Creek,10,606457,5965807,CHIN,F61130,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_us_ed1a,Driscoll Creek,10,606457,5965807,COHO,F61130,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_us_ed1a,Driscoll Creek,10,606457,5965807,RAIN,F61130,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,TRUE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199267_us_ed1b,Driscoll Creek,10,606375,5965753,BULT,F20401,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,1,0.06331408,FALSE,TRUE
199267_us_ed1b,Driscoll Creek,10,606375,5965753,CHIN,F20401,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199273_ds_ed1,Hankins Creek,10,691835,5904882,BULT,F60812,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,10,0.647943317890167,TRUE,TRUE
199273_ds_ed1,Hankins Creek,10,691835,5904882,CHIN,F60812,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199273_ds_ed1,Hankins Creek,10,691835,5904882,COHO,F60812,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199273_ds_ed1,Hankins Creek,10,691835,5904882,SOCK,F60812,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199278_ds_ed1,Teepee Creek,11,344019,5862748,BULT,F61131,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,127,8.688537598,TRUE,TRUE
199278_ds_ed1,Teepee Creek,11,344019,5862748,CHIN,F61131,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199278_ds_ed1,Teepee Creek,11,344019,5862748,COHO,F61131,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199278_ds_ed1,Teepee Creek,11,344019,5862748,RAIN,F61131,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,47,2.804175854,TRUE,TRUE
199278_us_ed1,Teepee Creek,11,344063,5862764,BULT,F61132,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,138,10.31277275,TRUE,TRUE
199278_us_ed1,Teepee Creek,11,344063,5862764,CHIN,F61132,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199278_us_ed1,Teepee Creek,11,344063,5862764,COHO,F61132,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199278_us_ed1,Teepee Creek,11,344063,5862764,RAIN,F61132,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,20,1.36220777,TRUE,TRUE
199663_ds_ed1,Tributary To Parsnip River,10,515426,6094959,BULT,M10139,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199663_ds_ed1,Tributary To Parsnip River,10,515426,6094959,BURB,M10139,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,195,0,TRUE,TRUE
199663_ds_ed1,Tributary To Parsnip River,10,515426,6094959,GRAY,M10139,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199663_ds_ed1,Tributary To Parsnip River,10,515426,6094959,RAIN,M10139,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,112,7.794450759887699,TRUE,TRUE
199663_us_ed1,Tributary To Parsnip River,10,515391,6095013,BULT,M10140,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199663_us_ed1,Tributary To Parsnip River,10,515391,6095013,BURB,M10140,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199663_us_ed1,Tributary To Parsnip River,10,515391,6095013,GRAY,M10140,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,0,0,FALSE,FALSE
199663_us_ed1,Tributary To Parsnip River,10,515391,6095013,RAIN,M10140,~/Projects/gis/sern_peace_fwcp_2023/data_field/2025/form_edna_2025.gpkg,FALSE,FALSE,NA,2,1,FALSE,65,4.38793134689331,TRUE,TRUE
20251005_ds_ed,NA,10,536235,5863459,BULT,F61133,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
20251005_ds_ed,NA,10,536235,5863459,CHIN,F61133,~/Projects/gis/sern_fraser_2024/data_field/2025/form_edna_2025.gpkg,FALSE,TRUE,NA,2,1,FALSE,0,0,FALSE,FALSE
